發料單號,Name,色系名稱,色系編號,成品布號,OP否,DPF,機器規格,染缸容量KG,主泵轉數,帶布輪轉速,噴嘴大小,循環時間,總圈數,浴比,色號,是否有追加,標準樣L,L,CIE_DL,CMC_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,CMC_DC,標準樣h,h,CMC_Dh,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6,配方料號7,配方濃度7
F9302-25102002,F9302-25102002,BK,3,SCK-3562,N,0.69444,Rapido-1,600,1350,1150,30*30,86.50,301.03,6.25,1911195-3A,N,16.18,16.63,0.46,,0.51,0.44,-0.06,-1.46,-1.45,0.01,,,,,,,0.45,1862,4.5625,1722,0.616,1848,0.55,1430,0.165,1588,0.12,無,0,無,0
F9302-25102029,F9302-25102029,GY,4,SK-1298C0,N,1.38889,Rapido-1,600,1200,900,25*3,57.50,418.35,10.05,A1605-25080170-1D,N,31.06,31.51,0.45,,0.73,0.72,0.00,-1.21,-1.32,-0.11,,,,,,,0.32,1430,0.22,1191,0.21,1201,0.21,1576,0.00805,無,0,無,0,無,0
F9302-25102111,F9302-25102111,BK,6,SCK-4489,N,0.52083,Conveyor-1,300,85,270,140,452.00,88.97,5.04,A1605-25030076-12B,Y,15.25,15.13,-0.12,,0.42,0.28,-0.14,-1.00,-1.37,-0.37,,,,,,,0.58,1862,2.625,1391,0.714,1191,0.4,無,0,無,0,無,0,無,0
F9302-25102122,F9302-25102122,NB,3,SK-637,N,1.04167,Rapido-1,600,1200,1000,30*4,58.25,586.56,7.49,A1605-22050045-2F,Y,23.35,21.34,-2.01,,-1.06,-0.90,0.16,-11.05,-11.72,-0.66,,,,,,,1.59,1593,1.44,1724,0.45881,1430,0.14841,無,0,無,0,無,0,無,0
F9302-25102134,F9302-25102134,GY,4,SW-80352C01,Y,0.69444,Rapido-1,600,1200,1000,25*25,57.50,528.16,6.67,A1605-25070094-1A,Y,31.08,31.64,0.56,,-0.07,0.18,0.26,-7.33,-7.82,-0.49,,,,,,,0.67,1391,0.304,1191,0.17,1722,0.11,1578,0.008,無,0,無,0,無,0
F9302-25102185,F9302-25102185,BK,6,SCK-4489,N,0.52083,Conveyor-1,300,85,270,140,480.00,44.29,5.04,A1605-25030076-12B,N,15.25,13.98,-1.27,,0.42,0.20,-0.22,-1.00,-1.24,-0.24,,,,,,,1.32,1862,2.625,1391,0.714,1191,0.4,無,0,無,0,無,0,無,0
F9302-25102265,F9302-25102265,GR,0,SCK-3724,Y,0.69444,Rapido-2,400,1250,1000,30*40,52.00,147.33,10.31,A1605-24090191-4A,N,83.85,84.18,0.33,,-19.63,-20.35,-0.71,73.64,77.77,4.13,,,,,,,1.37,1191,0.7128,1580,0.01404,1013,0.00144,無,0,無,0,無,0,無,0
F9302-25102344,F9302-25102344,GY,2,SW-80779C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,64.50,526.93,4.88,A1605-24090194-3A,Y,39.55,40.28,0.73,,-2.99,-2.92,0.07,-7.58,-6.62,0.96,,,,,,,0.99,1724,0.3325,1391,0.0459,1576,0.0044,1565,0.0028,無,0,無,0,無,0
F9302-25102503,F9302-25102503,BK,3,SW-80779C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,76.00,399.64,5.66,A1605-23110101-1D,N,16.25,17.24,0.99,,0.67,0.64,-0.03,-0.70,-1.24,-0.55,,,,,,,1.24,1862,4.068,1722,0.44,1588,0.015,1848,0.007,無,0,無,0,無,0
F9302-25102505,F9302-25102505,KH,2,SW-80186ST,Y,1.04167,Rapido-2,200,1200,1000,30*3,51.00,586.59,7.94,A1605-24060153-2C,N,56.29,57.47,1.18,,8.11,7.58,-0.53,21.55,21.77,0.22,,,,,,,0.87,1142,0.090436,1722,0.0819,1565,0.0651,1391,0.056496,無,0,無,0,無,0
F9302-25102578,F9302-25102578,KH,2,SCK-4154AM,N,1.25,Rapido-2,400,1200,900,30*30,68.50,177.88,8.33,A1605-25070212-4B,Y,63.63,62.67,-0.96,,-1.98,-1.48,0.49,-18.31,-19.09,-0.78,,,,,,,0.83,1111,0.097335,1310,0.052,1510,0.000308,無,0,無,0,無,0,無,0
F9302-25102580,F9302-25102580,BL,3,SCK-3605,N,1.04167,Rapido-2,400,1300,1100,30*40,77.50,280.41,6.25,A1605-21040068-2B,N,30.06,29.62,-0.44,,6.20,6.42,0.22,-38.55,-38.33,0.22,,,,,,,0.34,1585,2.484,1567,1.38,1640,0.1932,1391,0.088,1722,0.01558,無,0,無,0
F9302-25102594,F9302-25102594,BK,3,SCK-4135,N,1.04167,Conveyor-1,300,80,260,140,424.00,52.14,5.52,A1605-24040042-4A,N,15.09,13.96,-1.14,,-0.30,-0.32,-0.02,-2.39,-2.28,0.11,,,,,,,1.12,1862,3,1724,0.247,1430,0.09975,無,0,無,0,無,0,無,0
F9302-25102597,F9302-25102597,BL,5,SW-80351C0,Y,0.69444,Rapido-2,400,1250,1000,25*3,32.00,593.06,19.05,A1605-25080069-1A,N,29.89,30.38,0.49,,-3.18,-3.10,0.08,-24.73,-24.60,0.14,,,,,,,0.32,1191,0.015,1578,0.0115,1580,0.005,1565,0.004,無,0,無,0,無,0
F9302-25102628,F9302-25102628,YE,2,SK-441C0,N,1.04167,Rapido-2,400,1200,950,30*30,54.00,354.15,10.00,A1605-25080220-1A,N,87.53,87.05,-0.48,,2.35,3.62,1.27,82.30,83.43,1.14,,,,,,,0.79,1142,0.4,1201,0.025,無,0,無,0,無,0,無,0,無,0
F9302-25102660,F9302-25102660,GY,5,SCK-3828,N,1.04167,Conveyor-1,300,80,270,120,425.00,51.68,10.53,A1605-24120136-3D,N,18.46,17.87,-0.59,,-2.11,-2.42,-0.31,-6.19,-6.38,-0.19,,,,,,,0.66,1191,0.3,1430,0.22,1722,0.17,1578,0.012,無,0,無,0,無,0
F9302-25102673,F9302-25102673,BK,3,SCK-4135,N,1.04167,Conveyor-1,300,80,260,140,368.00,57.60,6.29,A1605-24040042-4A,N,15.09,14.57,-0.52,,-0.30,-0.34,-0.05,-2.39,-2.40,-0.01,,,,,,,0.51,1862,3,1724,0.247,1430,0.09975,無,0,無,0,無,0,無,0
F9302-25102684,F9302-25102684,OL,5,SCK-3828,N,1.04167,Conveyor-1,300,80,270,120,389.00,56.90,10.53,A1605-25070130-1D,N,25.83,25.12,-0.71,,-0.86,-0.79,0.06,6.48,6.69,0.21,,,,,,,0.54,1722,0.37,1142,0.265,1391,0.076,1576,0.0085,無,0,無,0,無,0
F9302-25102687,F9302-25102687,OR,6,SCK-4489,N,0.52083,Rapido-2,200,1200,900,30*40,96.00,174.27,7.50,A1605-25090026-6A,N,42.53,42.02,-0.51,,46.23,45.80,-0.42,34.57,34.25,-0.32,,,,,,,0.32,1353,1.8,1191,0.54,1360,0.35,1565,0.056,無,0,無,0,無,0
F9302-25102688,F9302-25102688,GY,2,SCK-4489,N,0.52083,Rapido-2,200,1200,900,30*40,76.00,189.53,7.50,A1605-25090026-2B,N,52.41,51.69,-0.71,,3.64,3.47,-0.17,9.66,9.75,0.09,,,,,,,0.45,1724,0.28,1576,0.135,1430,0.012,無,0,無,0,無,0,無,0
F9302-25102733,F9302-25102733,BK,3,SW-80779C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,74.50,355.18,5.38,A1605-23110101-1D,N,16.25,17.24,0.99,,0.67,0.69,0.02,-0.70,-1.28,-0.58,,,,,,,1.27,1862,4.068,1722,0.44,1588,0.015,1848,0.007,無,0,無,0,無,0
F9302-25102734,F9302-25102734,BK,3,SW-80779C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,70.50,360.84,5.48,A1605-23110101-1D,N,16.25,17.43,1.18,,0.67,0.73,0.06,-0.70,-1.21,-0.52,,,,,,,1.37,1862,4.068,1722,0.44,1588,0.015,1848,0.007,無,0,無,0,無,0
F9302-25102792,F9302-25102792,GY,3,SW-80216C0,Y,1.04167,Rapido-2,400,1250,950,35*40,76.00,609.24,5.69,A1605-24030204-2A,Y,30.01,31.72,1.72,,1.07,0.72,-0.35,-1.93,-2.28,-0.35,,,,,,,1.26,1430,0.247,1142,0.1872,1722,0.16416,1576,0.0092,無,0,無,0,無,0
F9302-25102829,F9302-25102829,BK,6,SCK-3795SAM1,N,1.04167,Rapido-1,600,1200,900,30*40,51.50,392.04,7.14,A1605-25090097-2A,N,17.37,17.14,-0.22,,-0.03,-0.09,-0.06,-0.99,-1.26,-0.27,,,,,,,0.44,1862,3.2,1191,0.55,1430,0.5,1578,0.5,無,0,無,0,無,0
F9302-25102874,F9302-25102874,NB,3,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,116.50,232.76,6.28,A1605-21020125-1E,N,19.01,20.66,0.62,,1.83,2.79,0.15,-14.81,-12.68,-0.01,,,,,,,0.54,1578,1.955,1724,0.588,1430,0.5712,無,0,無,0,無,0,無,0
F9302-25102881,F9302-25102881,BR,3,SW-8829C0,Y,0.69444,Rapido-2,200,1200,900,25*3,58.00,583.93,12.20,A1605-25070152-1B,Y,49.22,48.97,-0.25,,9.69,10.01,0.32,-0.42,-1.06,-0.64,,,,,,,0.79,1391,0.238,1565,0.2,1142,0.053,1722,0.038,無,0,無,0,無,0
F9302-25102972,F9302-25102972,BL,5,SCK-4489,N,0.52083,Rapido-2,200,1200,950,30*40,77.00,235.87,7.50,A1605-25090026-11C,N,28.30,27.77,-0.53,,-3.62,-3.52,0.10,-16.63,-16.39,0.24,,,,,,,0.38,1593,1.2,1430,0.11,1191,0.085,1201,0.035,無,0,無,0,無,0
F9302-25103023,F9302-25103023,BK,7,SW-80352C01,Y,0.69444,Rapido-2,400,1200,900,25*3,50.00,397.44,11.94,A1605-25050127-1A,N,18.39,17.67,-0.71,,1.13,0.80,-0.33,-0.26,-0.46,-0.19,,,,,,,0.83,1862,3.5,1722,0.62,1391,0.15,1191,0.075,無,0,無,0,無,0
F9302-25103325,F9302-25103325,BK,6,SCK-4154AM,N,1.25,Rapido-1,600,1200,900,30*30,249.75,73.49,5.56,A1605-25070212-1A,N,16.60,16.33,-0.28,,-0.12,0.13,0.25,-2.04,-1.94,0.10,,,,,,,0.45,1862,2.5,1391,0.265,1191,0.15,1863,0.01,無,0,無,0,無,0
F9302-25103851,F9302-25103851,GY,2,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,77.00,360.69,6.27,A1605-21040039-3A,N,29.96,29.82,-0.13,,0.33,0.56,0.23,-2.01,-2.10,-0.09,,,,,,,0.35,1578,0.737,1391,0.2996,1722,0.21,1142,0.194,無,0,無,0,無,0
F9302-25104037,F9302-25104037,KH,2,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1050,35*40,75.50,776.83,4.69,A1605-24120093-3C,N,66.39,67.31,0.92,,0.06,0.22,0.17,6.00,7.11,1.11,,,,,,,1.20,1580,0.0798,1724,0.076,1391,0.019975,無,0,無,0,無,0,無,0
F9302-25104038,F9302-25104038,OL,4,SW-80242C0,Y,1.04167,Rapido-2,400,1200,950,35*40,56.50,674.32,5.92,A1605-25060126-1B,Y,35.87,35.59,-0.28,,-4.20,-4.13,0.07,8.55,7.97,-0.58,,,,,,,0.54,1565,0.826,1191,0.4292,1391,0.2552,1722,0.1856,無,0,無,0,無,0
F9302-25110024,F9302-25110024,BK,3,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1000,30*5,76.50,331.74,5.87,A1605-24030204-1D,N,17.90,18.27,0.37,,0.70,0.60,-0.10,-1.91,-1.88,0.03,,,,,,,0.36,1862,7.47,1722,0.2175,1430,0.07725,1863,0.005,無,0,無,0,無,0
F9302-25110030,F9302-25110030,GY,2,SW-80216C0,Y,1.04167,Rapido-2,200,1200,900,30*40,67.00,651.91,7.41,A1605-25050085-4C,Y,66.76,66.72,-0.05,,2.61,3.35,0.74,4.90,4.55,-0.36,,,,,,,1.28,1310,0.097,1111,0.085,1510,0.00048,無,0,無,0,無,0,無,0
F9302-25110037,F9302-25110037,GY,1,SW-80216C0,Y,1.04167,Rapido-2,400,1250,1000,30*5,61.00,181.95,5.49,A1605-24060005-1G,N,76.00,76.29,0.29,,-1.05,-1.19,-0.14,-0.46,-0.70,-0.24,,,,,,,0.40,1310,0.02525,1111,0.02185,1510,0.00022,無,0,無,0,無,0,無,0
F9302-25110045,F9302-25110045,GR,7,SW-80779C0,Y,1.04167,Rapido-2,400,1200,950,30*40,71.50,224.38,5.69,A1605-25080195-1A,N,27.62,28.26,0.64,,-18.26,-18.11,0.15,-3.77,-4.11,-0.34,,,,,,,0.52,1576,1.012,1565,1,1588,0.78,1191,0.546,無,0,無,0,無,0
F9302-25110092,F9302-25110092,RW,7,SW-80779C0,Y,1.04167,Rapido-2,400,1300,950,35*40,54.00,463.83,6.80,A1605-25080195-4A,N,26.22,26.09,-0.13,,27.18,26.87,-0.31,0.71,0.62,-0.09,,,,,,,0.20,1384,2.4,1430,0.7,1722,0.49,1565,0.415,無,0,無,0,無,0
F9302-25110103,F9302-25110103,BR,5,SK-1133C0,N,0.83333,Rapido-2,50,1150,950,25*2,22.50,2642.40,20.00,A1605-25010113-1B,Y,34.26,36.93,2.66,,10.91,12.35,1.43,11.10,10.83,-0.27,,,,,,,2.47,1724,0.608,1430,0.348,1576,0.325,1142,0.183,無,0,無,0,無,0
F9302-25110124,F9302-25110124,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*2,171.00,130.78,12.50,1711131-1A,N,32.95,32.00,-0.94,,-0.86,-0.88,-0.02,-1.88,-2.09,-0.21,,,,,,,0.62,1576,0.73645,1724,0.54,1430,0.044,無,0,無,0,無,0,無,0
F9302-25110125,F9302-25110125,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*2,159.00,122.36,12.50,1711131-1A,N,32.95,32.58,-0.37,,-0.86,-0.80,0.06,-1.88,-2.03,-0.15,,,,,,,0.31,1576,0.73645,1724,0.54,1430,0.044,無,0,無,0,無,0,無,0
F9302-25110150,F9302-25110150,BL,4,SW-80083C0,Y,1.04167,Rapido-2,200,1200,900,30*40,51.00,71.27,7.35,A1605-25060188-1B,N,36.16,34.10,-2.06,,-4.85,-4.68,0.17,-5.34,-5.78,-0.44,,,,,,,1.26,1576,1.02,1142,0.15,1430,0.09,1722,0.09,無,0,無,0,無,0
F9302-25110151,F9302-25110151,TQ,7,SW-80083C0,Y,1.04167,Rapido-2,100,1200,900,30*40,14.50,2048.55,7.35,A1605-25060188-6A,N,37.08,34.67,-2.41,,-6.88,-3.73,3.15,-32.30,-36.76,-4.46,,,,,,,3.61,1588,1,1681,0.23,1568,0.0185,無,0,無,0,無,0,無,0
F9302-25110160,F9302-25110160,KH,2,SW-80083C0,Y,1.04167,Rapido-2,100,1200,900,30*40,13.50,1409.04,7.35,A1605-25060188-5A,N,59.72,58.70,-1.02,,0.56,0.64,0.07,10.87,10.87,0.00,,,,,,,0.44,1565,0.1,1191,0.08,1391,0.055,1722,0.04,無,0,無,0,無,0
F9302-25110180,F9302-25110180,GR,7,SW-80083C0,Y,1.04167,Rapido-2,100,1200,900,30*40,14.00,2220.43,11.76,A1605-25060182-7D,N,45.43,42.86,-2.57,,-33.10,-32.76,0.33,-15.11,-15.65,-0.55,,,,,,,1.30,1589,2.45,1191,0.127,1585,0.0205,1568,0.008,無,0,無,0,無,0
F9302-25110248,F9302-25110248,BL,3,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,81.25,443.73,5.00,A1605-21040039-2A,N,29.85,29.45,-0.40,,5.48,5.80,0.32,-38.44,-38.10,0.35,,,,,,,0.40,1584,1.8,1640,0.34944,1585,0.03,1391,0.0297,1142,0.01484,無,0,無,0
F9302-25110249,F9302-25110249,BK,3,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,75.50,377.10,5.00,A1605-21040039-1C,N,15.59,16.24,0.64,,0.06,0.17,0.11,-1.62,-1.59,0.04,,,,,,,0.65,1862,24,1430,0.39,1142,0.27,1863,0.005,無,0,無,0,無,0
F9302-25110250,F9302-25110250,GR,2,SCK-3673,N,0.69444,Rapido-1,600,1300,1100,30*30,65.00,418.45,8.20,2009044-1B,N,29.74,29.76,0.02,,-11.70,-11.64,0.06,4.06,4.30,0.24,,,,,,,0.25,1578,0.7072,1585,0.0085,1201,0.0055,1191,0.0053,1567,0.004,無,0,無,0
F9302-25110253,F9302-25110253,GR,3,SW-80083C0,Y,1.04167,Rapido-2,100,1200,900,30*40,17.00,1206.53,8.89,A1605-25060182-1B,N,63.84,62.18,-1.66,,-7.37,-6.62,0.75,36.83,37.88,1.05,,,,,,,1.01,1191,0.42,1565,0.064,1391,0.048,1201,0.012,無,0,無,0,無,0
F9302-25110255,F9302-25110255,BL,5,SW-80697C0,Y,1.04167,Rapido-2,50,1200,900,35*40,10.50,2989.71,7.69,A1605-25090208-1A,Y,40.25,41.33,1.07,,-12.41,-12.22,0.20,-9.44,-9.54,-0.10,,,,,,,0.59,1576,0.71823,1191,0.11844,1588,0.04361,無,0,無,0,無,0,無,0
F9302-25110258,F9302-25110258,PU,2,SW-80088AMC0,Y,1.04167,Rapido-2,200,1300,1000,40*30,50.00,512.02,5.68,A1605-25070067-3B1,Y,56.61,55.11,-1.50,,14.66,14.21,-0.44,-12.81,-12.94,-0.12,,,,,,,0.75,1391,0.04,1565,0.005,無,0,無,0,無,0,無,0,無,0
F9302-25110264,F9302-25110264,BL,5,SW-80351C0,Y,0.69444,Rapido-2,400,1250,1000,25*3,29.50,590.78,20.00,A1605-25080069-1A1,N,29.89,29.41,-0.48,,-3.18,-3.28,-0.10,-24.73,-25.03,-0.30,,,,,,,0.35,1565,0.5,1580,0.4,1391,0.06,1191,0.02,無,0,無,0,無,0
F9302-25110266,F9302-25110266,BR,3,SW-8829C0,Y,0.69444,Rapido-2,400,1200,900,25*3,26.00,1468.42,20.00,A1605-25070152-1B1,Y,49.22,48.80,-0.42,,9.69,10.07,0.38,-0.42,-0.93,-0.51,,,,,,,0.69,1391,0.032,1565,0.018,1722,0.007,1142,0.006,無,0,無,0,無,0
F9302-25110272,F9302-25110272,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*2,151.00,183.04,12.50,1711131-1A,Y,32.95,32.14,-0.81,,-0.86,-0.88,-0.02,-1.88,-2.26,-0.39,,,,,,,0.69,1576,0.73645,1724,0.54,1430,0.044,無,0,無,0,無,0,無,0
F9302-25110279,F9302-25110279,BK,6,SW-80591C0,Y,1.04167,Rapido-2,400,1300,1000,35*40,30.50,969.90,9.01,A1605-25070071-1A,N,20.62,20.19,-0.43,,-0.12,-0.08,0.04,-2.18,-2.30,-0.12,,,,,,,0.38,1862,13,1578,1,1391,0.73,1191,0.0054,無,0,無,0,無,0
F9302-25110282,F9302-25110282,BK,3,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1000,35*40,76.50,402.58,5.83,A1605-24030204-1D,N,17.90,18.12,0.22,,0.70,0.67,-0.03,-1.91,-1.97,-0.06,,,,,,,0.22,1862,15,1722,0.2175,1430,0.07725,1863,0.005,無,0,無,0,無,0
F9302-25110283,F9302-25110283,BK,3,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1000,35*40,78.25,360.55,5.83,A1605-24030204-1D,N,17.90,18.49,0.59,,0.70,0.69,-0.01,-1.91,-2.03,-0.12,,,,,,,0.55,1862,2.905,1722,0.2175,1430,0.07725,1863,0.005,無,0,無,0,無,0
F9302-25110291,F9302-25110291,BK,7,SW-80352C01,Y,0.69444,Rapido-2,400,1200,1000,25*3,57.50,417.37,10.39,A1605-24100221-1F,N,18.13,17.24,-0.89,,0.91,0.90,0.00,-0.77,-0.62,0.15,,,,,,,0.82,1862,3.6,1722,0.6386,1391,0.108,1191,0.024,無,0,無,0,無,0
F9302-25110292,F9302-25110292,GY,1,SK-1126,N,1.04167,Conveyor-1,300,80,260,140,491.00,98.94,6.03,A1605-24060108-1E,Y,62.53,63.81,1.28,,-0.57,0.32,0.89,-4.09,-2.80,1.30,,,,,,,1.93,1510,0.097,1310,0.095,1111,0.06448,無,0,無,0,無,0,無,0
F9302-25110300,F9302-25110300,BL,5,SCK-3562,N,0.69444,Rapido-2,400,1350,1100,30*30,64.50,318.87,8.33,A1605-25030249-1C,N,23.24,22.68,-0.56,,8.13,7.54,-0.59,-26.66,-26.02,0.64,,,,,,,0.67,1588,1.204,1578,1.05,1640,0.574,1722,0.05,無,0,無,0,無,0
F9302-25110309,F9302-25110309,WH,1,SK-1008C0,N,0.83333,Rapido-2,400,1250,1000,25*20,85.50,430.68,10.13,A1605-22060153-5E,Y,86.89,88.07,1.18,,-0.95,-2.04,-1.09,4.94,5.65,0.71,,,,,,,1.58,1111,0.01575,1310,0.0096,1510,0.0084,無,0,無,0,無,0,無,0
F9302-25110328,F9302-25110328,BL,5,SW-80352C01,Y,0.69444,Rapido-2,200,1300,1000,25*3,47.00,516.70,12.90,A1605-25030004-1A,N,28.97,28.42,-0.55,,-0.13,0.10,0.23,-6.55,-6.51,0.04,,,,,,,0.47,1578,0.9265,1391,0.425,1191,0.252,1201,0.1188,無,0,無,0,無,0
F9302-25110341,F9302-25110341,BK,3,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,74.75,350.26,6.28,A1605-21040039-1C,N,15.59,16.06,0.47,,0.06,0.09,0.03,-1.62,-1.63,0.00,,,,,,,0.46,1862,10.8,1430,0.39,1142,0.27,1863,0.005,無,0,無,0,無,0
F9302-25110344,F9302-25110344,BK,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,1050,25*20,89.00,205.98,12.50,A1605-22060153-1A,N,18.29,18.17,-0.12,,0.00,-0.13,-0.14,-2.11,-2.11,-0.01,,,,,,,0.21,1862,10.35,1724,0.55,1430,0.1955,1848,0.01,無,0,無,0,無,0
F9302-25110353,F9302-25110353,BL,2,SK-1008C0,N,0.83333,Rapido-2,400,1250,1050,25*20,85.50,405.66,12.82,A1605-22060153-4B,Y,27.94,28.57,0.63,,-9.35,-9.28,0.07,-17.86,-18.56,-0.70,,,,,,,0.64,1593,1.818,1142,0.1127,1585,0.019,無,0,無,0,無,0,無,0
F9302-25110365,F9302-25110365,BK,3,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1000,30*5,75.50,409.79,5.98,A1605-24030204-1D,N,17.90,18.45,0.55,,0.70,0.84,0.14,-1.91,-1.85,0.06,,,,,,,0.53,1862,7.47,1722,0.2175,1430,0.07725,1863,0.005,無,0,無,0,無,0
F9302-25110366,F9302-25110366,BK,3,SK-548C0,N,1.25,Rapido-2,400,1200,950,25*3,68.50,532.67,10.00,A1605-24060106-1D,N,19.11,19.81,0.70,,0.03,-0.07,-0.11,-3.04,-3.04,0.01,,,,,,,0.62,1862,9,1724,0.276,1430,0.1805,無,0,無,0,無,0,無,0
F9302-25110373,F9302-25110373,BK,3,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,30*30,56.50,515.59,9.26,A1605-23040175-5C,N,15.33,15.82,0.48,,0.62,0.67,0.05,-1.42,-1.18,0.24,,,,,,,0.58,1862,4.375,1722,0.4725,1430,0.2325,1142,0.108,1848,0.008,無,0,無,0
F9302-25110389,F9302-25110389,BK,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,105,25*20,87.00,540.01,12.50,A1605-22060153-1A,Y,18.29,18.16,-0.12,,0.00,0.28,0.28,-2.11,-1.86,0.25,,,,,,,0.51,1862,10.35,1724,0.55,1430,0.1955,1848,0.01,無,0,無,0,無,0
F9302-25110391,F9302-25110391,OR,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,1000,25*20,134.50,152.61,8.33,A1605-22060153-3D,N,50.38,50.13,-0.25,,55.52,56.57,1.05,44.30,44.13,-0.18,,,,,,,0.62,1142,0.3534,1353,0.0248,1530,0.015,1201,0.0025,無,0,無,0,無,0
F9302-25110392,F9302-25110392,BK,3,SCK-3624S,N,1.04167,Rapido-1,600,1250,1000,35*40,103.25,321.75,5.19,A1605-21080149-2B,Y,16.46,17.09,0.63,,0.52,0.64,0.11,-0.89,-0.78,0.12,,,,,,,0.65,1862,18,1430,0.5376,1722,0.525,1588,0.425,1142,0.2645,無,0,無,0
F9302-25110393,F9302-25110393,BK,3,SCK-3716,N,1.04167,Rapido-2,200,1250,1050,40*40,54.00,406.28,7.50,A1605-21040077-2A,N,16.54,16.30,-0.24,,0.56,0.58,0.02,-1.41,-1.13,0.27,,,,,,,0.44,1862,10.35,1722,0.72,1588,0.315,1430,0.147,1848,0.005,無,0,無,0
F9302-25110403,F9302-25110403,GY,3,SCK-4173,N,0.83333,Rapido-2,400,1200,1000,25*30,70.50,407.86,8.33,A1605-24060068-1B,N,18.01,17.45,-0.56,,-0.39,-0.32,0.06,-2.76,-2.23,0.53,,,,,,,0.83,1862,25,1578,1.2,1391,0.84,1142,0.4738,無,0,無,0,無,0
F9302-25110411,F9302-25110411,BK,3,SW-80216C0,Y,1.04167,Rapido-2,800,1250,1000,30*5,78.50,323.75,5.83,A1605-24030204-1D,N,17.90,18.41,0.51,,0.70,0.72,0.02,-1.91,-1.91,0.01,,,,,,,0.46,1862,9.96,1722,0.2175,1430,0.07725,1863,0.005,無,0,無,0,無,0
F9302-25110421,F9302-25110421,TQ,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,1000,25*20,69.50,687.24,13.33,A1605-22070090-1B,Y,39.74,39.85,0.11,,-16.04,-15.42,0.62,-28.17,-28.82,-0.65,,,,,,,0.61,1589,1.08,1565,0.836,1142,0.034,1585,0.018,1201,0.012,無,0,無,0
F9302-25110424,F9302-25110424,BK,3,SCK-3852,N,1.04167,Rapido-1,600,1350,1150,30*40,95.75,285.80,6.28,A1605-21040039-1C,N,15.59,16.40,0.80,,0.06,0.17,0.11,-1.62,-1.55,0.07,,,,,,,0.81,1862,4.8,1430,0.39,1142,0.27,1863,0.005,無,0,無,0,無,0
F9302-25110427,F9302-25110427,YE,1,SK-1107C0,N,0.83333,Rapido-2,100,1200,950,25X2,26.00,745.31,15.00,A1605-25100016-1A,N,86.51,86.80,0.29,,0.33,0.08,-0.26,14.01,14.49,0.48,,,,,,,0.48,1111,0.0412,1310,0.018,1510,0.0058,無,0,無,0,無,0,無,0
F9302-25110436,F9302-25110436,GY,3,SCK-3435AM,N,0.69444,Rapido-2,400,1200,1000,25*3,102.00,345.93,9.26,1810110-8B,N,31.11,29.42,-1.70,,-1.22,-0.67,0.56,-3.51,-2.59,0.92,,,,,,,1.62,1578,0.9065,1724,0.799,1430,0.19,1142,0.0744,無,0,無,0,無,0
F9302-25110455,F9302-25110455,GY,1,SK-1126,N,1.04167,Conveyor-1,300,80,260,140,420.00,78.11,5.03,A1605-24060108-1E,Y,62.53,63.35,0.81,,-0.57,0.37,0.94,-4.09,-2.68,1.41,,,,,,,2.03,1510,0.097,1310,0.095,1111,0.06448,無,0,無,0,無,0,無,0
F9302-25110458,F9302-25110458,OR,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,1000,25*20,58.00,300.76,17.78,A1605-22060153-3D,N,50.38,50.16,-0.22,,55.52,56.92,1.40,44.30,43.90,-0.40,,,,,,,0.89,1142,0.3534,1353,0.0248,1530,0.015,1201,0.0025,無,0,無,0,無,0
F9302-25110463,F9302-25110463,BK,3,SK-1008C0,N,0.83333,Rapido-2,400,1250,1050,25*20,84.00,315.35,10.67,A1605-22060153-1A,N,18.29,18.06,-0.23,,0.00,0.23,0.23,-2.11,-1.90,0.21,,,,,,,0.46,1862,11.5,1724,0.55,1430,0.1955,1848,0.01,無,0,無,0,無,0
