成品布號,色系名稱,色系編號,OP否,DPF,標準樣L,L,CIE_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,標準樣h,h,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6
SK-1294,GR,4,N,1.04,34.47,32.83,-1.65,-12.78,-12.82,-0.04,-6.35,-6.34,0.02,,14.3,,206.29,0.94,1588,0.68,1576,0.52,1722,0.125,1142,0.084,無,0,無,0
SK-1294,GR,4,N,1.04,34.47,32.83,-1.65,-12.78,-12.79,-0.01,-6.35,-6.38,-0.03,,14.29,,206.52,0.94,1588,0.68,1576,0.52,1722,0.125,1142,0.084,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,32.57,-3.68,37.08,36.06,-1.02,24.48,24.26,-0.21,,43.46,,33.93,2.09,1724,1.5,1384,1.1,1565,0.088,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,32.67,-3.57,37.08,37.76,0.68,24.48,25.38,0.9,,45.5,,33.9,2.04,1724,1.5,1384,1.2,1565,0.085,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,31.7,-4.54,37.08,37.96,0.88,24.48,24.57,0.09,,45.22,,32.91,2.55,1724,1.5,1384,1.3,1565,0.08,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,32.39,-3.86,37.08,36.27,-0.81,24.48,24.54,0.07,,43.79,,34.08,2.18,1724,1.5,1384,1.1,1565,0.088,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,32.64,-3.6,37.08,36.47,-0.61,24.48,24.01,-0.47,,43.66,,33.35,2.01,1724,1.4,1384,1.1,1565,0.086,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,33.09,-3.15,37.08,36.83,-0.25,24.48,24.15,-0.32,,44.04,,33.25,1.75,1724,1.4,1384,1.1,1565,0.083,無,0,無,0,無,0
SCK-3828,RE,5,N,1.04,36.24,33.37,-2.87,37.08,37.15,0.07,24.48,24.38,-0.1,,44.43,,33.27,1.59,1724,1.4,1384,1.1,1565,0.08,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,29.26,-0.69,-1.99,-2.95,-0.96,-7.34,-7.74,-0.4,,8.28,,249.1,1.27,1593,0.562,1391,0.21,1142,0.117,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,30,0.05,-1.99,-2.23,-0.24,-7.34,-7.85,-0.51,,8.16,,254.12,0.53,1593,0.593,1391,0.224,1142,0.1,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,30.5,0.55,-1.99,-1.88,0.11,-7.34,-7.56,-0.23,,7.79,,256,0.44,1593,0.562,1391,0.215,1142,0.117,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,29.48,-0.47,-1.99,-2.28,-0.29,-7.34,-7.23,0.1,,7.59,,252.48,0.49,1593,0.56,1391,0.215,1142,0.117,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,30.99,1.04,-1.99,-2.33,-0.34,-7.34,-7.28,0.06,,7.64,,252.21,0.79,1593,0.6,1391,0.24,1142,0.125,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,30.75,0.8,-1.99,-2.27,-0.28,-7.34,-7.14,0.19,,7.49,,252.39,0.65,1593,0.6,1391,0.23,1142,0.125,無,0,無,0,無,0
SCK-3841,GY,5,Y,1.39,29.95,29.78,-0.17,-1.99,-2.25,-0.25,-7.34,-7.25,0.09,,7.59,,252.78,0.36,1593,0.54,1391,0.24,1142,0.124,無,0,無,0,無,0
SW-8797C0,KH,4,Y,1.04,42.96,43.28,0.33,5.01,3.93,-1.08,16.31,16.46,0.16,,16.93,,76.57,1.47,1565,0.34,1142,0.266,1391,0.256,1201,0.176,無,0,無,0
SW-8797C0,KH,4,Y,1.04,42.96,42.93,-0.02,5.01,5.9,0.89,16.31,16.03,-0.27,,17.09,,69.79,1.25,1565,0.325,1391,0.26,1142,0.235,1201,0.195,無,0,無,0
SW-8797C0,KH,4,Y,1.04,42.96,42.69,-0.27,5.01,5.06,0.05,16.31,16.34,0.03,,17.11,,72.8,0.15,1565,0.332,1391,0.272,1142,0.27,1201,0.18,無,0,無,0
SW-8797C0,KH,4,Y,1.04,42.96,42.68,-0.27,5.01,5.08,0.07,16.31,16.31,0,,17.08,,72.69,0.16,1565,0.332,1391,0.272,1142,0.27,1201,0.18,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.91,0.4,-21.8,-21.82,-0.03,76.92,74.91,-2.02,,78.02,,106.24,0.69,1191,1,1142,0.19,1580,0.115,1201,0.035,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.58,0.07,-21.8,-21.88,-0.08,76.92,77.16,0.23,,80.2,,105.83,0.08,1191,1,1142,0.26,1580,0.11,1201,0.034,無,0,無,0
SK-807,GR,3,N,1.67,79.51,80.26,0.75,-21.8,-22.01,-0.21,76.92,75.22,-1.71,,78.37,,106.31,0.66,1191,1,1142,0.16,1580,0.11,1201,0.033,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.63,0.12,-21.8,-22.33,-0.53,76.92,76.39,-0.54,,79.58,,106.3,0.34,1191,1,1142,0.18,1580,0.115,1201,0.034,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.7,0.19,-21.8,-22.54,-0.74,76.92,75.57,-1.35,,78.86,,106.61,0.63,1191,1,1142,0.2,1580,0.12,1201,0.034,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.72,0.21,-21.8,-22.24,-0.44,76.92,76.26,-0.67,,79.44,,106.26,0.34,1191,1,1142,0.185,1580,0.115,1201,0.035,無,0,無,0
SK-807,GR,3,N,1.67,79.51,79.5,-0.01,-21.8,-21.84,-0.04,76.92,77.16,0.24,,80.19,,105.8,0.08,1191,1,1142,0.26,1580,0.11,1201,0.034,無,0,無,0
SK-807,BL,5,N,1.67,34.65,34.63,-0.02,2.46,2.51,0.06,-38.78,-39.23,-0.45,,39.31,,273.67,0.2,1565,1.1,1567,1,1191,0.016,無,0,無,0,無,0
SK-807,RE,6,N,1.67,42.89,43.21,0.32,55.11,58.04,2.93,41,43.59,2.59,,72.58,,36.91,1.35,1201,1.5,1353,1.3,1351,1,1724,1,1191,0.75,無,0
SK-807,RE,2,N,1.67,75.98,75.87,-0.11,36.25,36.52,0.27,-9.76,-10.18,-0.42,,37.92,,344.42,0.27,1374,0.126,1350,0.01,1580,0.0013,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,74.84,-1.13,36.25,38.98,2.73,-9.76,-11.5,-1.74,,40.64,,343.56,1.55,1374,0.26,1350,0.01,1580,0.001,無,0,無,0,無,0
SK-807,RE,2,N,1.67,75.98,76.5,0.52,36.25,35.7,-0.55,-9.76,-9.72,0.04,,37,,344.77,0.32,1374,0.12,1350,0.01,1580,0.0012,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,76.69,0.71,36.25,35.63,-0.62,-9.76,-9.95,-0.19,,36.99,,344.4,0.42,1374,0.13,1350,0.01,1580,0.0012,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,75.51,-0.47,36.25,36.78,0.53,-9.76,-10.22,-0.46,,38.17,,344.47,0.38,1374,0.125,1350,0.01,1580,0.0012,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,81.3,5.32,36.25,28.27,-7.98,-9.76,-7.26,2.5,,29.18,,345.6,4.24,1374,0.12,1350,0.01,1580,0.0012,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,81.96,5.98,36.25,27.19,-9.05,-9.76,-7.04,2.72,,28.09,,345.48,4.78,1374,0.115,1350,0.0095,1580,0.00115,1191,0.0008,無,0,無,0
SK-807,RE,2,N,1.67,75.98,79.93,3.95,36.25,31.33,-4.92,-9.76,-8.93,0.83,,32.58,,344.08,2.68,1374,0.15,1350,0.01,1580,0.0012,無,0,無,0,無,0
SK-807,RE,2,N,1.67,75.98,78.76,2.79,36.25,32.81,-3.44,-9.76,-9.49,0.27,,34.16,,343.86,1.88,1374,0.17,1350,0.01,1580,0.0012,無,0,無,0,無,0
SK-807,RE,2,N,1.67,75.98,75.52,-0.45,36.25,36.84,0.59,-9.76,-9.9,-0.14,,38.14,,344.95,0.32,1374,0.22,1350,0.01,1580,0.0011,無,0,無,0,無,0
SK-807,RE,2,N,1.67,75.98,76.32,0.34,36.25,36.33,0.08,-9.76,-10.22,-0.46,,37.74,,344.29,0.3,1374,0.22,1350,0.01,1580,0.0011,1191,0.0006,無,0,無,0
SK-807,GY,2,N,1.67,60.32,58.79,-1.52,-0.44,0.08,0.53,-14.61,-14.17,0.44,,14.17,,270.34,0.93,1565,0.18,1391,0.0625,1191,0.018,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,59.89,-0.43,-0.44,-0.1,0.34,-14.61,-15.3,-0.69,,15.3,,269.61,0.65,1565,0.18,1391,0.06,1191,0.017,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,62.35,2.03,-0.44,-0.17,0.27,-14.61,-15.53,-0.92,,15.53,,269.36,1.11,1565,0.18,1391,0.058,1191,0.016,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,59.11,-1.21,-0.44,0.13,0.57,-14.61,-14.73,-0.12,,14.73,,270.51,0.83,1565,0.18,1391,0.06,1191,0.018,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,60.11,-0.21,-0.44,-0.29,0.15,-14.61,-13.88,0.73,,13.89,,268.81,0.54,1565,0.18,1391,0.06,1191,0.019,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,65.46,5.14,-0.44,-1.27,-0.83,-14.61,-12.88,1.74,,12.94,,264.35,2.68,1565,0.18,1391,0.0585,1191,0.018,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,65.8,5.49,-0.44,-1.49,-1.05,-14.61,-12.74,1.88,,12.82,,263.32,2.95,1565,0.18,1391,0.057,1191,0.018,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,62.13,1.82,-0.44,-0.5,-0.06,-14.61,-14.63,-0.02,,14.64,,268.02,0.76,1565,0.234,1391,0.077,1191,0.02,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,59.62,-0.69,-0.44,-0.31,0.13,-14.61,-15.29,-0.68,,15.3,,268.84,0.58,1565,0.27,1391,0.089,1191,0.023,無,0,無,0,無,0
SK-807,GY,2,N,1.67,60.32,60.2,-0.12,-0.44,-0.41,0.03,-14.61,-15.17,-0.56,,15.17,,268.44,0.4,1565,0.255,1391,0.086,1191,0.023,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,86.41,0.79,17.17,15.41,-1.76,18.88,19.31,0.43,,24.7,,51.41,2.17,1353,0.051,1191,0.0174,1580,0.003,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,87.54,1.92,17.17,12.8,-4.37,18.88,19.28,0.4,,23.14,,56.43,5.03,1353,0.053,1191,0.0174,1580,0.003,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,85.84,0.22,17.17,16.91,-0.25,18.88,18.92,0.04,,25.38,,48.21,0.3,1353,0.056,1191,0.0174,1580,0.003,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,86.31,0.68,17.17,16.26,-0.91,18.88,17.44,-1.45,,23.84,,47,1.02,1353,0.058,1191,0.0175,1580,0.0028,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,85.24,-0.38,17.17,18.27,1.1,18.88,18.83,-0.05,,26.24,,45.86,1.17,1353,0.06,1191,0.0175,1580,0.0028,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,90.14,4.52,17.17,7.21,-9.96,18.88,17.44,-1.44,,18.87,,67.55,10.62,1353,0.06,1191,0.018,1580,0.0028,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,90.77,5.15,17.17,5.39,-11.78,18.88,18.17,-0.71,,18.95,,73.48,13.41,1353,0.059,1191,0.018,1580,0.0028,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,86.64,1.01,17.17,18.1,0.93,18.88,15.64,-3.25,,23.92,,40.83,3.99,1353,0.09,1191,0.016,1580,0.002,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,86.81,1.18,17.17,14.39,-2.78,18.88,19.87,0.99,,24.54,,54.09,3.69,1353,0.085,1191,0.025,1580,0.0039,無,0,無,0,無,0
SK-807,YE,2,N,1.67,85.62,86.19,0.57,17.17,17.65,0.48,18.88,18.89,0.01,,25.85,,46.95,0.52,1353,0.09,1191,0.024,1580,0.002,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.37,0.11,-16.18,-15.97,0.21,52.97,52.81,-0.16,,55.17,,106.82,0.12,1191,0.09,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.34,0.08,-16.18,-15.81,0.37,52.97,51.85,-1.13,,54.2,,106.96,0.44,1191,0.093,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.15,-0.11,-16.18,-15.98,0.2,52.97,52.59,-0.38,,54.96,,106.9,0.17,1191,0.095,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.09,-0.17,-16.18,-16.3,-0.12,52.97,54.34,1.37,,56.74,,106.7,0.53,1191,0.1,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.86,0.6,-16.18,-14.25,1.92,52.97,45.37,-7.6,,47.56,,107.44,2.93,1191,0.095,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.25,-0.01,-16.18,-15.8,0.38,52.97,54.07,1.1,,56.33,,106.29,0.51,1191,0.097,1580,0.0055,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,92.46,-0.8,-16.18,-14.35,1.83,52.97,61.49,8.52,,63.14,,103.14,3.63,1191,0.15,1580,0.007,無,0,無,0,無,0,無,0
SK-807,YE,1,N,1.67,93.26,93.16,-0.1,-16.18,-15.99,0.19,52.97,54.25,1.27,,56.55,,106.42,0.53,1191,0.15,1580,0.007,無,0,無,0,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,24.04,3.47,-0.01,-0.18,-0.17,-2.27,-2.48,-0.21,,2.49,,265.77,2.83,1862,2,1863,0.6,1430,0.2,1191,0.112,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,24.15,3.59,-0.01,-0.3,-0.29,-2.27,-2.3,-0.03,,2.32,,262.53,2.93,1862,2,1863,0.6,1430,0.2,1191,0.112,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,18.65,-1.91,-0.01,0.32,0.34,-2.27,-2.33,-0.06,,2.35,,277.86,1.61,1862,2.5,1863,0.6,1430,0.24,1191,0.11,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,17.55,-3.02,-0.01,0.38,0.39,-2.27,-2.29,-0.02,,2.32,,279.31,2.49,1862,3,1863,0.6,1430,0.24,1191,0.11,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,18.63,-1.93,-0.01,0.32,0.34,-2.27,-2.34,-0.07,,2.36,,277.85,1.63,1862,2,1863,0.6,1430,0.2,1191,0.11,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,19.73,-0.83,-0.01,0.07,0.09,-2.27,-2.15,0.12,,2.15,,271.92,0.7,1862,2,1863,0.6,1430,0.22,1191,0.11,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,20.03,-0.53,-0.01,0.14,0.15,-2.27,-2.49,-0.22,,2.49,,273.11,0.55,1862,2,1863,0.4,1430,0.2,1191,0.12,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,21.04,0.48,-0.01,-0.18,-0.16,-2.27,-2.23,0.04,,2.24,,265.5,0.45,1862,2,1863,0.3,1430,0.2,1191,0.115,無,0,無,0
SW-80661C0,BK,6,Y,1.04,20.56,20.58,0.02,-0.01,-0.24,-0.22,-2.27,-2.18,0.09,,2.2,,263.84,0.32,1862,2,1863,0.3,1430,0.2,1191,0.115,無,0,無,0
SCW-837AM1,GR,4,N,1,37.49,37.18,-0.31,-3.96,-4.37,-0.41,7.14,7.26,0.12,,,,,0.47,1576,0.608,1191,0.34,1201,0.156,1391,0.13,無,0,無,0
SCW-837AM1,GR,4,N,1,37.45,37.59,0.14,-4.39,-4.2,0.19,6.98,7.12,0.14,,8.27,,120.54,0.28,1576,0.608,1191,0.34,1201,0.156,1391,0.135,無,0,無,0
SCW-837AM1,GR,4,N,1,37.45,37.64,0.19,-4.39,-4.24,0.14,6.98,7.11,0.13,,8.28,,120.82,0.25,1576,0.608,1191,0.34,1201,0.156,1391,0.13,無,0,無,0
SCK-3883,GY,4,Y,1.04,56.51,56.46,-0.05,-0.79,-0.7,0.09,-4.3,-4.4,-0.1,,4.46,,261.02,0.17,1534,0.665,1233,0.27,1451,0.26,無,0,無,0,無,0
SCK-3883,GY,4,Y,1.04,56.51,56.88,0.37,-0.79,-0.71,0.07,-4.3,-4.26,0.04,,4.32,,260.49,0.19,1534,0.631,1233,0.256,1451,0.245,無,0,無,0,無,0
SCK-3883,GY,4,Y,1.04,56.51,56.87,0.36,-0.79,-0.73,0.06,-4.3,-4.27,0.03,,4.33,,260.32,0.18,1534,0.631,1233,0.256,1451,0.245,無,0,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,49.57,-1.7,15.41,17.45,2.04,10.93,10.43,-0.5,,20.33,,30.87,2.25,1391,0.35,1724,0.15,1565,0.13,1142,0.09,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,50.32,-0.96,15.41,16.36,0.95,10.93,10.88,-0.05,,19.65,,33.64,0.96,1391,0.33,1724,0.15,1565,0.13,1142,0.095,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,50.11,-1.17,15.41,15.51,0.11,10.93,11.21,0.28,,19.14,,35.84,0.59,1391,0.315,1724,0.15,1565,0.135,1142,0.097,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,50.35,-0.93,15.41,15.59,0.18,10.93,11.3,0.37,,19.26,,35.95,0.54,1391,0.309,1724,0.147,1565,0.132,1142,0.095,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,49.68,-1.6,15.41,15.49,0.08,10.93,11.34,0.41,,19.2,,36.21,0.83,1391,0.3,1724,0.142,1565,0.128,1142,0.092,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,50.35,-0.93,15.41,15.35,-0.06,10.93,10.97,0.04,,18.86,,35.55,0.43,1391,0.288,1724,0.136,1565,0.122,1142,0.0883,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,51.61,0.33,15.41,15.36,-0.04,10.93,10.75,-0.18,,18.75,,34.98,0.23,1391,0.282,1724,0.133,1565,0.12,1142,0.0865,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,51.42,0.15,15.41,15.3,-0.11,10.93,10.76,-0.17,,18.7,,35.12,0.16,1391,0.29,1724,0.135,1565,0.122,1142,0.09,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,51.08,-0.2,15.41,15.5,0.09,10.93,10.99,0.06,,19,,35.33,0.11,1391,0.29,1724,0.14,1565,0.122,1142,0.09,無,0,無,0
SK-1189C0,BR,2,N,0.69,51.28,51.16,-0.12,15.41,15.48,0.07,10.93,11.11,0.18,,19.06,,35.67,0.18,1391,0.29,1724,0.14,1565,0.122,1142,0.09,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,86.32,-1.62,-5.5,-5.5,0,31,32.83,1.83,,33.28,,99.51,1.07,1111,0.12,1310,0.0097,1510,0.005,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,86.36,-1.59,-5.5,-4.9,0.6,31,29.51,-1.49,,29.91,,99.42,0.98,1111,0.12,1310,0.0097,1510,0.005,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,87.67,-0.28,-5.5,-5.14,0.35,31,26.85,-4.15,,27.34,,100.85,2.04,1111,0.09,1310,0.0076,1510,0.0042,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,87.01,-0.93,-5.5,-5.32,0.17,31,29.77,-1.23,,30.25,,100.14,0.69,1111,0.12,1310,0.009,1510,0.005,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,87.01,-0.93,-5.5,-5.31,0.19,31,30.91,-0.09,,31.36,,99.74,0.36,1111,0.13,1310,0.009,1510,0.0045,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,86.78,-1.16,-5.5,-6.11,-0.61,31,35.15,4.15,,35.67,,99.86,2.08,1111,0.14,1310,0.009,1510,0.0045,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,87.21,-0.74,-5.5,-5.71,-0.22,31,33.21,2.21,,33.7,,99.76,1.11,1111,0.135,1310,0.0085,1510,0.004,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,86.72,-1.23,-5.5,-6.14,-0.64,31,35.2,4.2,,35.73,,99.89,2.11,1111,0.12,1310,0.009,1510,0.005,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,86.95,-0.99,-5.5,-5.52,-0.02,31,29.98,-1.02,,30.48,,100.44,0.62,1111,0.094,1310,0.007,1510,0.004,無,0,無,0,無,0
SK-1189C0,YE,2,N,0.69,87.95,87.18,-0.77,-5.5,-5.35,0.14,31,31.05,0.05,,31.5,,99.78,0.29,1111,0.12,1310,0.0085,1510,0.0043,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,68.97,-3.1,-6.67,-6.45,0.22,3.97,5.13,1.16,,8.24,,141.5,1.77,1534,0.23,1233,0.12,1183,0.016,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,70.39,-1.68,-6.67,-6.38,0.29,3.97,4.8,0.83,,7.98,,143.05,1.18,1534,0.207,1233,0.105,1183,0.014,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,71.42,-0.65,-6.67,-6.26,0.41,3.97,4.7,0.73,,7.83,,143.11,0.98,1534,0.185,1233,0.093,1183,0.012,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,71.36,-0.71,-6.67,-6.62,0.04,3.97,4.12,0.15,,7.8,,148.14,0.32,1534,0.185,1233,0.088,1183,0.0118,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,71.57,-0.5,-6.67,-6.71,-0.05,3.97,3.92,-0.05,,7.77,,149.73,0.21,1534,0.185,1233,0.085,1183,0.0118,無,0,無,0,無,0
SCK-3484,BL,1,N,1.25,72.07,71.66,-0.4,-6.67,-6.67,-0.01,3.97,3.88,-0.09,,7.72,,149.83,0.18,1534,0.185,1233,0.085,1183,0.0118,無,0,無,0,無,0
SCK-3724,BL,6,Y,0.69,31.8,31.45,-0.35,10.66,10.7,0.04,-42.74,-42.64,0.1,,,,,0.22,1568,1.55,1567,1.5,1681,0.55,1374,0.37,無,0,無,0
SCK-3435AM,OL,3,N,0.69,51.91,51.59,-0.32,-1.76,-1.49,0.27,7.08,7.05,-0.02,,7.21,,101.93,0.36,1576,0.295,1191,0.132,1391,0.1,1722,0.1,無,0,無,0
SCK-3435AM,OL,3,N,0.69,51.91,52.5,0.59,-1.76,-1.81,-0.06,7.08,7.29,0.21,,7.51,,103.98,0.34,1576,0.295,1191,0.132,1722,0.1,1391,0.045,無,0,無,0
SCK-3435AM,OL,3,N,0.69,51.91,52.51,0.6,-1.76,-1.76,0,7.08,7.23,0.16,,7.44,,103.68,0.31,1576,0.297,1191,0.132,1722,0.1,1391,0.045,無,0,無,0
SCK-3435AM,RE,7,N,0.69,35.43,35.16,-0.27,35.81,36.6,0.79,18.2,18.71,0.51,,41.11,,27.07,0.44,1362,3,1722,0.65,1191,0.28,1565,0.22,無,0,無,0
SCK-3435AM,RE,7,N,0.69,35.43,35.62,0.19,35.81,36.74,0.93,18.2,19.11,0.9,,41.41,,27.48,0.62,1362,3,1722,0.62,1191,0.28,1565,0.22,無,0,無,0
SCK-3435AM,RE,7,N,0.69,35.43,35.22,-0.2,35.81,36.49,0.67,18.2,18.65,0.44,,40.98,,27.07,0.37,1362,2.9,1722,0.6,1191,0.28,1565,0.22,無,0,無,0
SCK-3435AM,RE,7,N,0.69,35.43,35.71,0.28,35.81,36.17,0.35,18.2,18.35,0.15,,40.56,,26.9,0.23,1362,2.8,1722,0.6,1191,0.28,1565,0.22,無,0,無,0
SCK-3435AM,RE,7,N,0.69,35.43,35.7,0.28,35.81,36.14,0.33,18.2,18.47,0.26,,40.59,,27.06,0.24,1362,2.8,1722,0.6,1191,0.28,1565,0.22,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.08,-0.28,31.53,32.09,0.56,46.64,47.58,0.94,,57.39,,56,0.43,1724,1,1201,0.88,1391,0.0675,1565,0.034,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.5,0.14,31.53,31.67,0.14,46.64,47.75,1.11,,57.29,,56.45,0.63,1724,0.96,1201,0.86,1391,0.0675,1565,0.034,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.53,0.17,31.53,31.68,0.15,46.64,47.92,1.28,,57.44,,56.53,0.73,1724,0.93,1201,0.88,1391,0.0675,1565,0.034,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.15,-0.21,31.53,31.62,0.09,46.64,46.88,0.24,,56.54,,56,0.14,1724,0.98,1201,0.84,1391,0.0675,1565,0.034,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.22,-0.14,31.53,31.51,-0.02,46.64,46.61,-0.03,,56.26,,55.94,0.06,1724,0.98,1201,0.8,1391,0.0675,1565,0.034,無,0,無,0
SCK-3435AM,OR,5,N,0.69,53.36,53.24,-0.12,31.53,31.44,-0.09,46.64,46.57,-0.06,,56.19,,55.98,0.08,1724,0.98,1201,0.8,1391,0.0675,1565,0.033,無,0,無,0
SCK-3435AM,RE,2,N,0.69,73.12,74.01,0.89,40.07,39.7,-0.37,13.52,13.45,-0.07,,41.91,,18.72,0.38,1350,0.075,1201,0.041,1580,0.0005,無,0,無,0,無,0
SCK-3435AM,RE,2,N,0.69,73.12,73.67,0.55,40.07,40.11,0.04,13.52,13.6,0.07,,42.35,,18.73,0.22,1350,0.078,1201,0.0415,1580,0.0005,無,0,無,0,無,0
SCK-3435AM,RE,2,N,0.69,73.12,73.62,0.5,40.07,40.11,0.04,13.52,13.56,0.04,,42.34,,18.67,0.19,1350,0.078,1201,0.0415,1580,0.0005,無,0,無,0,無,0
SCK-3435AM,PU,2,N,0.69,61.34,61.14,-0.2,16.5,16.56,0.05,-21.85,-21.9,-0.05,,27.45,,307.09,0.09,1690,0.3,1383,0.154,1580,0.017,1191,0.006,無,0,無,0
SCK-3435AM,PU,2,N,0.69,61.34,61.22,-0.11,16.5,16.67,0.17,-21.85,-21.82,0.02,,27.46,,307.38,0.14,1690,0.3,1383,0.154,1580,0.017,1191,0.006,無,0,無,0
SCK-4526,GY,5,N,0.9,33.39,33.27,-0.11,-1.37,-1.65,-0.28,0.96,1.06,0.1,,1.96,,147.34,0.41,1576,0.94,1191,0.275,1201,0.268,1391,0.193,無,0,無,0
SCK-4526,RE,6,N,0.9,34.79,34.28,-0.51,35.88,36.58,0.7,21.1,21.83,0.73,,42.6,,30.83,0.55,1362,2.5,1722,0.8,1191,0.405,1565,0.21,無,0,無,0
